stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening E:\Visual Studio Projects\TrabalhoCPC\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59683] removed dtor for sub_bitmap 0000026663647690
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59692] removed dtor for sub_bitmap 000002666364EAB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59700] removed dtor for sub_bitmap 000002666364FC20
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59713] removed dtor for sub_bitmap 000002666364E6D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59723] removed dtor for sub_bitmap 000002666364D180
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59732] removed dtor for sub_bitmap 000002666364D370
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59740] removed dtor for sub_bitmap 000002666364DB30
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59747] removed dtor for sub_bitmap 000002666364F270
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59758] removed dtor for sub_bitmap 000002666364E8C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59766] removed dtor for sub_bitmap 000002666364F460
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59774] removed dtor for sub_bitmap 000002666364F080
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59784] removed dtor for sub_bitmap 000002666364D940
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59794] removed dtor for sub_bitmap 000002666364DF10
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59802] removed dtor for sub_bitmap 000002666364D560
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59829] removed dtor for sub_bitmap 000002666364F840
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59868] removed dtor for sub_bitmap 000002666364E2F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59883] removed dtor for sub_bitmap 0000026663650D90
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59896] removed dtor for sub_bitmap 000002666364D750
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59905] removed dtor for sub_bitmap 00000266636505D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59918] removed dtor for sub_bitmap 000002666364DD20
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59926] removed dtor for sub_bitmap 000002666364ECA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59934] removed dtor for sub_bitmap 000002666364E100
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59945] removed dtor for sub_bitmap 000002666364E4E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59954] removed dtor for sub_bitmap 000002666364EE90
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59961] removed dtor for sub_bitmap 000002666364FE10
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59969] removed dtor for sub_bitmap 000002666364F650
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59979] removed dtor for sub_bitmap 0000026663650000
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59987] removed dtor for sub_bitmap 000002666364FA30
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.59994] removed dtor for sub_bitmap 00000266636501F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60001] removed dtor for sub_bitmap 00000266636503E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60009] removed dtor for sub_bitmap 00000266636507C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60017] removed dtor for sub_bitmap 00000266636509B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60024] removed dtor for sub_bitmap 0000026663650BA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60032] removed dtor for sub_bitmap 00000266636559F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60040] removed dtor for sub_bitmap 0000026663652F50
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60049] removed dtor for sub_bitmap 00000266636544A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60058] removed dtor for sub_bitmap 0000026663655800
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60067] removed dtor for sub_bitmap 0000026663652980
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60074] removed dtor for sub_bitmap 00000266636542B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60081] removed dtor for sub_bitmap 0000026663655230
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60089] removed dtor for sub_bitmap 0000026663655420
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60100] removed dtor for sub_bitmap 0000026663654690
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60109] removed dtor for sub_bitmap 0000026663653520
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60116] removed dtor for sub_bitmap 0000026663651FD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60125] removed dtor for sub_bitmap 0000026663653710
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60133] removed dtor for sub_bitmap 00000266636521C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60141] removed dtor for sub_bitmap 0000026663654A70
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60149] removed dtor for sub_bitmap 0000026663652B70
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60158] removed dtor for sub_bitmap 0000026663653140
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60165] removed dtor for sub_bitmap 0000026663653AF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60173] removed dtor for sub_bitmap 0000026663653900
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60183] removed dtor for sub_bitmap 0000026663654880
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60190] removed dtor for sub_bitmap 0000026663653330
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60200] removed dtor for sub_bitmap 0000026663651DE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60208] removed dtor for sub_bitmap 0000026663653CE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60216] removed dtor for sub_bitmap 0000026663654C60
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60222] removed dtor for sub_bitmap 0000026663654E50
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60230] removed dtor for sub_bitmap 00000266636523B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60242] removed dtor for sub_bitmap 0000026663653ED0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60252] removed dtor for sub_bitmap 0000026663652D60
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60261] removed dtor for sub_bitmap 00000266636540C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60269] removed dtor for sub_bitmap 0000026663655610
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60280] removed dtor for sub_bitmap 0000026663655040
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60287] removed dtor for sub_bitmap 00000266636525A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60295] removed dtor for sub_bitmap 0000026663652790
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60305] removed dtor for sub_bitmap 0000026663658950
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60312] removed dtor for sub_bitmap 000002666365AC30
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60320] removed dtor for sub_bitmap 0000026663659300
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60329] removed dtor for sub_bitmap 00000266636594F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60338] removed dtor for sub_bitmap 000002666365A850
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60346] removed dtor for sub_bitmap 00000266636596E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60353] removed dtor for sub_bitmap 000002666365A470
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60360] removed dtor for sub_bitmap 0000026663658760
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60371] removed dtor for sub_bitmap 0000026663659CB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60379] removed dtor for sub_bitmap 00000266636598D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60390] removed dtor for sub_bitmap 0000026663659AC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60399] removed dtor for sub_bitmap 0000026663659110
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60407] removed dtor for sub_bitmap 0000026663657BC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60415] removed dtor for sub_bitmap 000002666365A660
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60422] removed dtor for sub_bitmap 0000026663658D30
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60431] removed dtor for sub_bitmap 0000026663659EA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60440] removed dtor for sub_bitmap 000002666365AA40
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60450] removed dtor for sub_bitmap 0000026663658F20
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60457] removed dtor for sub_bitmap 0000026663658380
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60465] removed dtor for sub_bitmap 000002666365A090
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60473] removed dtor for sub_bitmap 000002666365AE20
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60485] removed dtor for sub_bitmap 0000026663657DB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60492] removed dtor for sub_bitmap 000002666365A280
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60507] removed dtor for sub_bitmap 0000026663657210
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60526] removed dtor for sub_bitmap 0000026663657400
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60538] removed dtor for sub_bitmap 00000266636575F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60548] removed dtor for sub_bitmap 00000266636577E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60564] removed dtor for sub_bitmap 0000026663657FA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60578] removed dtor for sub_bitmap 00000266636579D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60592] removed dtor for sub_bitmap 0000026663658570
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60603] removed dtor for sub_bitmap 0000026663658190
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60612] removed dtor for sub_bitmap 0000026663658B40
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60633] removed dtor for sub_bitmap 0000026663661A70
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60640] removed dtor for sub_bitmap 000002666365EDE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60648] removed dtor for sub_bitmap 00000266636629F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60660] removed dtor for sub_bitmap 000002666365EFD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60678] removed dtor for sub_bitmap 0000026663661C60
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60686] removed dtor for sub_bitmap 0000026663660520
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60699] removed dtor for sub_bitmap 00000266636650B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60716] removed dtor for sub_bitmap 000002666365EA00
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60726] removed dtor for sub_bitmap 0000026663664130
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60736] removed dtor for sub_bitmap 000002666365FF50
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60744] removed dtor for sub_bitmap 0000026663660ED0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60760] removed dtor for sub_bitmap 0000026663660140
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60770] removed dtor for sub_bitmap 0000026663661880
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60778] removed dtor for sub_bitmap 0000026663663D50
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60786] removed dtor for sub_bitmap 0000026663661E50
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60796] removed dtor for sub_bitmap 0000026663663970
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60805] removed dtor for sub_bitmap 0000026663665C50
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60812] removed dtor for sub_bitmap 0000026663664320
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60824] removed dtor for sub_bitmap 00000266636631B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60833] removed dtor for sub_bitmap 0000026663662040
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60839] removed dtor for sub_bitmap 0000026663663B60
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60844] removed dtor for sub_bitmap 00000266636648F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60851] removed dtor for sub_bitmap 0000026663662610
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60858] removed dtor for sub_bitmap 0000026663665680
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60865] removed dtor for sub_bitmap 0000026663662BE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60871] removed dtor for sub_bitmap 0000026663665490
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60877] removed dtor for sub_bitmap 0000026663663780
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60883] removed dtor for sub_bitmap 0000026663663F40
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60890] removed dtor for sub_bitmap 0000026663660330
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60897] removed dtor for sub_bitmap 0000026663660710
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60904] removed dtor for sub_bitmap 0000026663662230
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60909] removed dtor for sub_bitmap 0000026663664700
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60916] removed dtor for sub_bitmap 0000026663664AE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60922] removed dtor for sub_bitmap 0000026663665870
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60928] removed dtor for sub_bitmap 00000266636633A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60934] removed dtor for sub_bitmap 000002666365F5A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60940] removed dtor for sub_bitmap 000002666365E620
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60947] removed dtor for sub_bitmap 000002666365F1C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60953] removed dtor for sub_bitmap 000002666365E810
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60959] removed dtor for sub_bitmap 0000026663660900
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60965] removed dtor for sub_bitmap 0000026663664510
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60972] removed dtor for sub_bitmap 000002666365FD60
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60980] removed dtor for sub_bitmap 000002666365EBF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.60985] removed dtor for bitmap 00000266635CD3E0
d3d      I         d3d_disp.cpp:910  d3d_destroy_display              [  36.60996] destroying display 000002665E9818D0 (current 0000000000000000)
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  36.61314] converting display bitmap 0000026663662FC0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  36.61353] added dtor for bitmap 000002666365EFD0, func 00007FFB5A82118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  36.61363] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  36.61370] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.61549] removed dtor for bitmap 000002666365EFD0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  36.61590] converting display bitmap 0000026663662420 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  36.61600] added dtor for bitmap 0000026663665680, func 00007FFB5A82118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  36.61611] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  36.61621] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.61677] removed dtor for bitmap 0000026663665680
d3d      D         d3d_disp.cpp:894  d3d_destroy_display_internals    [  36.61688] waiting for display 000002665E9818D0's thread to end
d3d      W         d3d_disp.cpp:603  d3d_destroy_device               [  36.62427] d3d_destroy_device: ref count not 0
d3d      W         d3d_disp.cpp:603  d3d_destroy_device               [  36.62439] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1557 d3d_display_thread_proc          [  36.63170] d3d display thread exits
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.63293] removed dtor for queue 000002665CA08C30
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.63328] removed dtor for bitmap 0000026663662420
dtor     D               dtor.c:116  _al_run_destructors              [  36.63344] calling dtor for ttf_font 0000026663668220, func 00007FFC303D128F
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.63354] removed dtor for ttf_font 0000026663668220
dtor     D               dtor.c:116  _al_run_destructors              [  36.63392] calling dtor for timer 000002665C9F7E30, func 00007FFB5A821050
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.63401] removed dtor for timer 000002665C9F7E30
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.63417] removed dtor for sample_instance 000002666366AC70
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.63425] removed dtor for sample_instance 000002666366ADC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.63432] removed dtor for sample_instance 0000026663628520
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.63437] removed dtor for sample_instance 0000026663628DD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.63446] removed dtor for sample_instance 0000026663628B60
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.63456] removed dtor for mixer 000002666366A4D0
audio-dsound D           dsound.cpp:539  _dsound_stop_voice               [  36.63462] Stopping voice
audio-dsound D           dsound.cpp:556  _dsound_stop_voice               [  36.63472] Joining thread
audio-dsound D           dsound.cpp:562  _dsound_stop_voice               [  36.63940] Joined thread
audio-dsound D           dsound.cpp:564  _dsound_stop_voice               [  36.63953] Destroying thread
audio-dsound D           dsound.cpp:566  _dsound_stop_voice               [  36.63967] Thread destroyed
audio-dsound D           dsound.cpp:573  _dsound_stop_voice               [  36.63974] Releasing buffer
audio-dsound I           dsound.cpp:577  _dsound_stop_voice               [  36.63982] Voice stopped
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.64006] removed dtor for voice 000002665E914220
audio-dsound D           dsound.cpp:391  _dsound_deallocate_voice         [  36.64026] Deallocating voice
audio-dsound D           dsound.cpp:396  _dsound_deallocate_voice         [  36.64040] Deallocated voice
dtor     D               dtor.c:116  _al_run_destructors              [  36.64054] calling dtor for sample 00000266636688B0, func 00007FFC05A4150F
dtor     D               dtor.c:227  _al_unregister_destructor        [  36.64062] removed dtor for sample 00000266636688B0
audio-dsound D           dsound.cpp:304  _dsound_close                    [  36.65850] Releasing device
audio-dsound D           dsound.cpp:309  _dsound_close                    [  36.68826] Released device
audio-dsound I           dsound.cpp:310  _dsound_close                    [  36.68841] DirectSound closed
